customer_id,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,join_date,default_flag
CUST100369,2038766.39,744908.46,Business,,38,54.11,2023-02-27,1
CUST100370,793377.12,504876.17,Home,616.25,48,23.56,2024-01-13,1
CUST100371,613259.95,260335.75,Education,672.61,39,51.23,2021-05-20,0
CUST100372,1284569.94,601687.94,Business,783.94,55,23.02,2022-12-13,0
CUST100373,292491.71,23676.91,Business,723.75,34,25.69,2022-09-03,0
CUST100374,496528.07,437774.09,Home,699.83,42,50.37,2024-10-21,0
CUST100375,457804.21,349717.77,Car,653.99,28,52.98,2025-04-25,1
CUST100376,809077.91,267293.64,Education,642.09,52,46.62,2022-10-13,0
CUST100377,1063884.73,803642.69,Home,771.37,41,21.15,2022-03-17,0
CUST100378,842429.03,563804.32,Home,693.05,40,28.25,2022-06-02,0
CUST100379,849796.09,748829.01,Business,,43,37.74,2022-02-02,0
CUST100380,532915.22,460847.43,Education,636.22,35,23.28,2025-07-31,1
CUST100381,775408.73,523590.83,Home,624.22,44,67.59,2023-04-11,0
CUST100382,409551.04,144538.98,Education,644.49,32,11.05,2022-07-08,0
CUST100383,941758.41,637547.75,Other,716.59,39,24.08,2020-07-24,0
CUST100384,493558.16,205665.67,Home,673.02,37,27.41,2024-05-03,0
CUST100385,350773.99,259640.4,Business,675.0,43,8.94,2024-05-31,0
CUST100386,663662.05,487225.06,Home,765.38,39,17.91,2024-06-03,0
CUST100387,226956.52,40182.06,Home,634.73,35,47.25,2020-03-22,0
CUST100388,1462460.99,318804.4,Home,801.17,40,35.51,2021-02-21,0
CUST100389,1007650.65,458310.65,Car,636.37,47,74.47,2022-07-04,0
CUST100390,782352.79,710055.98,Business,685.8,43,73.48,2021-08-01,0
CUST100391,266119.58,20000.0,Car,661.72,49,43.09,2020-09-28,0
CUST100392,442246.65,278680.84,Education,688.02,45,40.68,2020-06-14,0
CUST100393,664662.57,350547.36,Car,708.9,45,36.13,2019-04-29,0
CUST100394,562428.91,476401.29,Home,708.2,44,9.79,2019-03-07,0
CUST100395,256790.77,64130.23,Education,631.05,40,17.92,2025-04-11,0
CUST100396,315114.61,256711.15,Business,607.01,40,36.73,2024-10-05,0
CUST100397,556279.27,108676.08,Business,842.71,41,47.04,2021-12-03,0
CUST100398,,144310.17,Business,648.54,47,40.22,2024-03-28,0
CUST100399,1381928.67,409192.43,Car,725.45,30,22.8,2020-02-28,0
CUST100400,853178.22,462698.1,Business,575.5,51,54.89,2020-01-30,0
CUST100401,,247178.24,Home,661.83,37,71.3,2025-11-02,1
CUST100402,1236459.73,425027.3,Business,671.73,41,54.9,2022-07-04,0
CUST100403,1106780.9,244551.39,Other,710.73,43,56.28,2024-08-02,0
CUST100404,761964.11,535367.8,Home,503.04,49,26.76,2021-08-11,1
CUST100405,,422879.62,Car,690.8,41,58.66,2023-12-25,0
CUST100406,551593.72,147495.44,Business,605.27,43,37.54,2024-02-03,0
CUST100407,482994.89,61025.16,Business,701.08,43,44.74,2021-02-01,0
CUST100408,,20000.0,Home,612.64,41,41.71,2023-06-18,0
CUST100409,1506513.29,702133.72,Other,624.39,41,33.02,2022-11-04,0
CUST100410,488182.88,119781.64,Education,662.21,46,23.16,2020-03-18,1
CUST100411,,439904.49,Home,611.6,47,33.65,2023-02-06,0
CUST100412,393994.14,92323.92,Home,649.09,41,56.2,2019-06-06,0
CUST100413,563560.44,183977.97,Business,602.43,46,28.32,2019-03-30,1
CUST100414,3117853.13,486187.77,Home,560.84,38,53.74,2025-02-27,1
CUST100415,436013.64,107183.09,Home,746.17,46,49.86,2021-09-06,0
CUST100416,1441875.59,801603.67,Education,595.76,47,30.32,2020-04-06,0
CUST100417,640135.15,370735.25,Education,668.39,46,68.17,2025-11-06,0
CUST100418,944767.17,191377.71,Business,728.94,45,29.51,2020-01-15,0
CUST100419,1288831.8,20000.0,Car,640.03,41,72.24,2020-02-05,0
CUST100420,755001.26,138197.47,Business,,51,43.11,2022-01-07,1
CUST100421,535678.1,293695.2,Other,694.71,39,34.73,2020-07-04,0
CUST100422,586763.78,314961.35,Car,752.67,43,22.86,2022-11-10,0
CUST100423,597728.54,104326.86,Business,603.99,49,33.55,2020-03-20,0
CUST100424,1812343.74,965474.19,Other,670.24,36,31.74,2024-09-30,0
CUST100425,287350.63,180608.76,Business,567.39,42,19.13,2024-05-21,0
CUST100426,245444.91,272435.81,Business,654.44,39,31.53,2024-04-01,0
CUST100427,254612.62,153394.48,Home,682.22,41,23.8,2019-11-25,0
CUST100428,397545.77,107682.83,Education,624.45,41,46.37,2024-04-15,0
CUST100429,955292.96,228072.63,Education,650.3,49,65.52,2024-06-13,0
CUST100430,988069.44,286487.05,Business,588.47,42,19.42,2021-02-08,1
CUST100431,465376.11,297741.23,Other,685.01,46,79.62,2023-01-22,0
CUST100432,639893.67,508893.45,Home,748.62,41,32.91,2025-12-20,0
CUST100433,351780.75,238226.97,Home,608.69,47,21.92,2019-05-05,0
CUST100434,370190.82,104491.77,Home,639.53,43,50.35,2019-07-23,1
CUST100435,894172.87,315994.26,Business,712.67,41,28.25,2020-10-04,0
CUST100436,1156552.18,328761.91,Home,758.79,50,33.65,2021-11-10,0
CUST100437,500056.96,186393.54,Education,582.94,50,28.83,2020-08-12,1
CUST100438,1597556.7,1006559.89,Car,669.03,34,23.65,2023-05-06,0
CUST100439,1105502.55,92158.42,Education,698.4,49,49.54,2025-08-06,0
CUST100440,1559969.55,588584.69,Home,673.37,33,30.51,2025-08-05,1
CUST100441,550846.63,327674.28,Other,519.01,51,17.56,2022-02-13,1
CUST100442,1500194.13,169305.88,Education,712.57,40,45.6,2019-02-24,0
CUST100443,2155376.75,295419.5,Other,778.76,44,19.62,2025-05-28,0
CUST100444,518058.27,153922.22,Education,687.58,36,20.12,2021-12-10,0
CUST100445,597156.6,407487.42,Home,612.98,45,62.04,2021-04-21,0
CUST100446,385957.47,209823.04,Home,646.65,50,19.71,2025-04-20,0
CUST100447,346420.74,20000.0,Other,795.04,44,11.51,2020-05-06,0
CUST100448,348650.2,272023.73,Business,,39,47.2,2021-09-11,0
CUST100449,415991.98,191163.2,Home,721.6,49,30.25,2021-09-19,0
CUST100450,756027.88,459694.46,Business,703.17,40,31.53,2024-06-17,0
CUST100451,425775.67,264351.68,Car,637.03,39,30.1,2024-04-16,0
CUST100452,743420.45,555109.49,Car,666.96,33,39.12,2021-08-18,0
CUST100453,751925.46,296686.19,Home,674.94,43,24.39,2024-03-01,0
CUST100454,501901.53,356496.08,Business,715.72,37,71.09,2025-03-22,0
CUST100455,627988.56,567408.75,Home,778.08,30,17.23,2024-08-07,0
CUST100456,486200.24,354568.91,Car,752.69,34,43.33,2019-04-13,0
CUST100457,547885.04,310554.45,Car,850.0,40,47.63,2021-08-27,0
CUST100458,416588.0,66265.99,Home,694.56,33,24.31,2021-12-07,0
CUST100459,680773.7,235200.1,Education,727.89,40,21.41,2021-01-06,0
CUST100460,467160.15,20000.0,Home,720.23,42,57.03,2022-09-27,0
CUST100461,342282.4,127237.62,Car,639.1,27,21.75,2025-03-30,0
CUST100462,900867.56,635466.69,Other,850.0,37,26.16,2019-08-16,0
CUST100463,917802.77,594873.65,Car,596.99,40,53.58,2023-09-17,0
CUST100464,1197997.34,905464.46,Car,609.59,46,35.59,2023-06-04,0
CUST100465,370018.8,20000.0,Education,695.18,47,14.77,2024-08-22,0
CUST100466,498928.27,82881.13,Education,817.59,39,80.96,2020-03-20,0
CUST100467,737853.16,468586.06,Business,625.65,41,27.14,2025-07-15,0
CUST100468,493168.27,207794.27,Home,662.72,42,28.85,2022-09-09,0
CUST100469,889779.74,83787.0,Other,750.02,40,39.57,2023-06-08,0
CUST100470,854772.58,619017.49,Business,678.84,39,47.25,2020-08-20,1
CUST100471,,563361.65,Business,658.25,39,89.72,2025-01-13,0
CUST100472,1450682.39,633373.67,Home,716.77,46,15.78,2022-03-27,0
CUST100473,926315.37,602993.71,Home,697.71,28,52.03,2021-03-08,0
CUST100474,707411.46,482788.18,Education,746.98,46,50.0,2025-12-13,0
CUST100475,584366.2,426582.8,Other,763.95,44,32.77,2021-04-14,0
CUST100476,,524767.91,Education,699.96,41,51.07,2024-07-25,0
CUST100477,,20000.0,Home,698.96,38,54.81,2019-12-23,0
CUST100478,246123.09,43220.0,Home,693.92,46,18.03,2025-08-06,0
CUST100479,838855.31,124067.11,Business,711.79,38,81.06,2019-01-08,0
CUST100480,1274068.34,185723.98,Business,683.59,45,16.56,2025-11-24,0
CUST100481,542077.59,433878.12,Home,679.96,46,20.3,2025-01-28,0
CUST100482,1556000.69,708397.54,Home,757.78,36,30.87,2024-11-13,0
CUST100483,589863.13,431056.44,Car,778.55,35,88.17,2022-08-22,0
CUST100484,221937.94,123759.63,Education,582.01,37,30.19,2025-11-26,0
CUST100485,1077080.54,886917.75,Business,680.65,45,34.47,2024-05-27,1
CUST100486,499378.25,347965.67,Business,635.23,51,69.6,2023-01-28,0
CUST100487,1132067.22,544825.4,Education,659.79,25,30.3,2020-09-05,0
CUST100488,321929.39,41604.15,Home,706.16,38,19.88,2020-11-19,0
CUST100489,815333.03,205986.58,Business,723.51,35,28.65,2021-06-16,0
CUST100490,418517.53,206963.28,Other,672.71,39,67.58,2022-09-13,0
CUST100491,,279167.53,Other,555.63,36,36.21,2019-04-20,0
CUST100492,990892.49,613581.94,Other,617.27,43,88.42,2020-12-10,1
CUST100493,872090.25,534926.84,Car,738.27,47,49.88,2022-03-06,0
CUST100494,675278.14,618134.4,Business,501.87,45,25.68,2020-10-10,1
CUST100495,5650465.87,3657382.56,Other,757.18,51,35.87,2025-07-24,0
CUST100496,,615863.52,Business,713.88,26,23.24,2024-06-26,1
CUST100497,1146259.26,310704.77,Car,765.55,43,25.39,2025-11-15,0
CUST100498,366252.87,48079.83,Other,,43,180.0,2023-07-25,0
CUST100499,397087.36,57900.75,Education,546.01,38,57.07,2023-03-08,0
CUST100500,1173127.94,801854.2,Home,707.97,28,52.91,2024-03-28,0
CUST100501,579594.95,170241.99,Home,762.85,46,25.95,2019-09-03,0
CUST100502,402787.86,303874.21,Business,740.11,44,74.35,2023-05-28,1
CUST100503,,433259.36,Car,636.93,32,59.33,2021-03-08,1
CUST100504,457503.23,84507.95,Home,685.64,39,86.36,2021-12-09,0
CUST100505,710199.23,165158.5,Business,645.37,35,84.37,2020-05-29,1
CUST100506,517861.95,103997.35,Business,626.75,47,17.21,2025-03-23,0
CUST100507,542854.55,228754.07,Business,,48,20.55,2020-05-20,0
CUST100508,1197140.32,887023.36,Home,602.16,35,21.62,2019-06-04,0
CUST100509,,115328.08,Business,621.9,47,22.25,2024-06-29,0
CUST100510,881905.83,463145.93,Home,608.24,32,40.88,2024-03-12,0
CUST100511,1093315.71,792169.4,Car,583.13,38,26.66,2023-02-12,0
CUST100512,461681.65,217736.25,Car,,34,94.65,2019-04-21,0
CUST100513,1088704.03,908019.33,Business,755.5,44,87.32,2025-12-05,0
CUST100514,383565.03,76548.36,Car,667.98,38,34.89,2025-05-10,0
CUST100515,452135.27,233443.84,Home,582.13,32,89.47,2025-01-11,1
CUST100516,424380.51,155667.95,Car,734.6,33,71.5,2023-08-02,0
CUST100517,1096833.92,333341.9,Education,,35,28.19,2022-04-05,0
CUST100518,248949.77,849284.03,Other,637.99,45,13.34,2021-11-08,1
CUST100519,1602072.43,775728.78,Other,648.89,49,31.52,2025-07-20,0
CUST100520,549635.95,134219.4,Home,713.52,34,25.69,2024-04-05,1
CUST100521,911575.16,212733.74,Home,,47,38.65,2019-10-21,0
CUST100522,869363.83,705924.88,Home,,40,36.53,2023-01-25,0
CUST100523,706377.53,526176.34,Business,593.39,43,36.07,2019-12-04,1
CUST100524,467124.13,443143.81,Home,721.04,45,45.0,2024-01-02,0
CUST100525,1287267.81,876103.66,Home,731.94,31,19.56,2025-11-04,0
CUST100526,489705.49,435789.36,Education,680.4,34,42.64,2025-07-19,0
CUST100527,434756.28,115660.04,Home,643.72,44,28.34,2020-12-17,0
CUST100528,1053331.23,255713.67,Home,744.63,46,38.53,2020-09-22,0
CUST100529,704250.88,619148.48,Car,714.32,34,55.42,2021-02-03,0
CUST100530,1371656.25,897945.24,Car,630.05,57,19.45,2019-03-26,1
CUST100531,627978.21,288070.66,Education,683.19,31,30.58,2021-01-06,0
CUST100532,454405.93,169470.11,Other,592.14,50,33.06,2022-11-13,0
CUST100533,756030.16,324245.86,Home,724.58,49,27.34,2019-08-15,0
CUST100534,508153.17,503196.69,Car,662.95,53,53.91,2022-07-31,1
CUST100535,461699.84,95521.37,Other,651.68,39,24.77,2019-04-19,0
CUST100536,1027116.73,976112.34,Other,677.86,49,26.81,2019-05-15,0
CUST100537,1779927.03,1300399.05,Car,682.62,34,24.89,2021-07-26,0
CUST100538,567600.81,296043.21,Business,738.17,45,59.12,2019-10-18,0
CUST100539,380263.61,153235.17,Home,718.42,35,27.63,2023-12-31,0
CUST100540,597390.72,209207.34,Business,669.83,40,43.65,2023-10-03,1
CUST100541,862739.71,47205.74,Other,729.64,42,90.35,2023-07-11,0
CUST100542,748885.5,91086.74,Education,706.05,42,33.77,2024-02-11,0
CUST100543,1253631.47,763304.44,Education,652.27,39,59.69,2025-09-07,1
CUST100544,937082.92,463755.66,Home,671.89,41,78.07,2019-01-27,0
CUST100545,354283.4,60964.73,Business,670.37,54,57.31,2024-08-22,0
CUST100546,495539.6,117685.63,Education,712.84,46,34.72,2020-07-07,0
CUST100547,304147.75,263562.03,Business,656.14,37,47.63,2021-07-21,1
CUST100548,1219926.64,368220.88,Home,654.62,48,18.87,2025-10-28,0
CUST100549,217333.79,188068.2,Education,807.97,37,24.07,2025-03-21,0
CUST100550,320903.22,99783.12,Education,741.08,44,26.18,2024-08-30,0
CUST100551,490527.34,245118.69,Home,630.56,32,102.6,2023-07-30,1
CUST100552,886363.32,133398.94,Home,717.11,48,23.7,2022-09-11,0
CUST100553,487876.83,338357.21,Car,687.69,39,23.53,2023-10-23,0
CUST100554,531708.91,326550.18,Business,705.45,40,21.21,2020-04-11,0
CUST100555,537501.76,136212.26,Education,,47,45.79,2022-06-02,0
CUST100556,,310889.57,Business,757.33,40,37.48,2023-02-07,0
CUST100557,332184.66,51003.8,Car,702.47,44,58.97,2020-09-09,0
CUST100558,386072.43,245171.12,Other,675.96,42,48.31,2020-04-02,0
CUST100559,1638408.13,1042311.95,Business,747.74,47,18.04,2022-05-21,1
CUST100560,811019.31,118062.73,Car,695.16,58,23.76,2021-08-18,0
CUST100561,987723.26,498324.98,Home,687.9,37,67.4,2023-02-13,0
CUST100562,671079.8,575515.28,Car,700.41,29,31.75,2019-06-29,0
CUST100563,601735.65,510165.82,Other,673.92,34,61.89,2024-08-31,1
CUST100564,835804.21,744436.79,Car,680.6,34,32.57,2022-09-30,0
CUST100565,969867.91,430405.5,Car,641.86,39,22.0,2021-02-01,0
CUST100566,1035162.8,768619.81,Home,631.17,38,30.26,2021-07-10,0
CUST100567,606293.75,254425.36,Business,615.09,55,21.99,2021-01-14,0
CUST100568,1099300.63,169167.37,Car,589.52,39,26.68,2022-12-02,0
CUST100569,167427.95,155000.94,Car,622.82,45,38.54,2023-02-19,0
CUST100570,1061809.94,648178.12,Car,668.67,49,44.74,2022-12-10,0
CUST100571,513974.72,118767.39,Car,,45,16.31,2022-07-19,0
CUST100572,881242.38,142511.39,Car,662.37,29,34.71,2020-09-28,0
CUST100573,454792.88,345715.11,Education,526.88,59,26.41,2021-10-20,1
CUST100574,313340.47,45262.78,Business,782.35,40,25.64,2019-06-01,1
CUST100575,783530.18,81260.14,Business,750.62,42,37.3,2019-01-13,0
CUST100576,284613.06,20000.0,Business,708.97,47,26.87,2020-12-15,0
CUST100577,521729.77,92677.38,Home,803.99,36,67.95,2019-09-06,0
CUST100578,415771.58,329934.52,Business,616.47,33,61.91,2022-02-18,1
CUST100579,590343.44,270050.9,Home,802.7,40,61.72,2020-01-22,0
CUST100580,1007711.68,588101.5,Home,617.26,49,27.6,2020-03-14,0
CUST100581,496487.08,463079.6,Other,695.52,48,22.05,2025-06-05,0
CUST100582,772776.61,378367.56,Business,597.2,28,36.41,2020-12-21,1
CUST100583,976146.51,350670.33,Education,680.96,39,32.56,2020-04-17,0
CUST100584,465439.48,359202.26,Other,705.1,36,26.13,2021-10-03,0
CUST100585,469166.6,228337.45,Other,669.95,43,19.91,2020-09-24,0
CUST100586,1380365.03,441186.06,Education,726.4,44,34.31,2025-10-04,0
CUST100587,622229.26,439274.65,Education,686.44,36,28.83,2019-01-24,0
CUST100588,860057.03,594293.19,Business,646.04,44,48.7,2020-06-21,0
CUST100589,856480.0,586708.15,Home,643.16,40,48.16,2024-06-03,0
CUST100590,336325.41,306261.93,Home,732.71,55,59.37,2023-12-16,0
CUST100591,427729.35,277063.34,Business,637.51,47,19.12,2020-06-23,0
CUST100592,799041.92,546991.36,Car,739.5,39,42.43,2023-09-23,0
CUST100593,10761340.98,8014755.15,Home,,41,24.68,2020-02-25,0
CUST100594,578685.22,106979.61,Car,571.53,41,19.48,2020-04-28,1
CUST100595,403859.17,195052.79,Car,753.64,46,28.49,2021-10-25,0
CUST100596,1197211.93,798044.28,Other,813.93,39,58.46,2025-01-13,0
CUST100597,786298.01,275772.07,Business,696.38,35,29.27,2019-02-21,0
CUST100598,1251574.74,306442.0,Education,718.94,34,74.2,2019-08-31,0
CUST100599,636162.36,232407.06,Other,,45,45.55,2023-08-14,0
CUST100600,610533.59,251326.49,Other,662.09,50,28.97,2025-10-03,0
CUST100601,549638.69,231677.59,Education,691.85,36,61.08,2024-01-15,0
CUST100602,492889.1,229378.65,Other,594.58,41,43.34,2020-02-29,1
CUST100603,2845611.75,2323063.55,Car,689.01,33,22.37,2024-10-28,0
CUST100604,,597874.97,Home,712.38,44,85.42,2020-11-25,0
CUST100605,361610.86,338106.27,Home,713.55,39,39.64,2019-12-20,0
CUST100606,2775516.79,1221401.99,Business,749.25,43,35.32,2023-08-17,0
CUST100607,520210.43,142464.55,Education,629.64,39,23.21,2019-10-20,0
CUST100608,775575.99,326966.4,Business,645.38,42,61.65,2020-12-17,1
CUST100609,1089801.58,649470.54,Business,803.21,41,44.86,2020-06-12,0
CUST100610,278968.17,87285.06,Home,670.23,52,47.34,2020-04-24,0
CUST100611,412378.91,250562.9,Home,693.0,43,27.43,2020-04-21,0
CUST100612,1609152.65,921173.08,Education,675.64,44,52.23,2019-01-25,0
CUST100613,574394.59,154904.98,Home,626.59,51,54.22,2025-10-14,0
CUST100614,1125790.72,893999.28,Business,785.53,43,25.39,2025-06-22,0
CUST100615,506520.46,212963.93,Education,645.7,35,17.73,2020-09-29,0
CUST100616,616889.29,189428.34,Education,606.73,48,46.27,2025-08-02,1
CUST100617,1735175.15,849615.49,Car,650.7,51,16.45,2022-07-23,0
CUST100618,826834.12,511880.79,Business,549.89,42,37.65,2020-11-20,1
CUST100619,537702.85,184225.82,Business,637.67,42,28.24,2019-12-10,0
CUST100620,446358.51,52671.43,Other,617.07,33,62.82,2022-12-25,0
CUST100621,469393.25,311155.84,Business,720.13,45,28.99,2020-12-12,0
CUST100622,1286692.67,933554.34,Education,636.23,47,59.55,2020-03-14,1
CUST100623,990288.62,386930.75,Home,737.71,44,27.34,2022-12-25,0
CUST100624,345571.72,379005.43,Business,770.9,43,56.56,2019-05-23,0
CUST100625,681925.61,419962.97,Other,730.78,31,94.1,2023-11-19,0
CUST100626,626546.69,163787.62,Home,666.0,43,20.96,2021-05-17,0
CUST100627,773420.89,532334.55,Car,689.17,49,40.27,2025-07-28,0
CUST100628,466383.5,83383.74,Home,580.88,46,130.94,2023-01-28,0
CUST100629,1188878.2,237964.25,Business,671.3,36,36.14,2020-04-12,0
CUST100630,649521.38,475470.86,Car,624.07,30,36.05,2023-01-27,0
CUST100631,798202.6,466038.93,Home,725.13,41,51.1,2021-05-26,0
CUST100632,422163.53,42437.7,Other,847.23,38,35.7,2022-11-18,0
CUST100633,434024.13,309818.14,Education,712.49,36,15.42,2021-07-07,0
CUST100634,2803442.69,1801464.03,Car,550.58,42,60.27,2023-12-15,1
CUST100635,1749379.33,1431134.85,Car,656.52,26,13.38,2023-11-12,0
CUST100636,625560.3,140395.09,Car,687.96,41,28.65,2021-12-17,0
CUST100637,1510392.06,1097166.68,Education,685.68,46,62.48,2022-02-23,0
CUST100638,1266456.34,546060.67,Car,632.5,38,29.49,2021-04-20,0
CUST100639,,20000.0,Education,695.94,42,25.09,2024-09-30,0
CUST100640,436269.03,248150.72,Business,599.24,39,53.38,2021-10-08,0
CUST100641,938933.36,639095.26,Business,618.58,41,23.26,2021-03-24,1
CUST100642,,415511.81,Car,721.98,50,19.47,2025-05-05,0
CUST100643,521062.41,310295.63,Education,613.98,42,39.93,2024-11-13,0
CUST100644,966466.81,170670.21,Business,714.98,33,32.06,2019-09-30,0
CUST100645,294007.93,139922.37,Home,590.98,48,19.27,2023-09-13,1
CUST100646,692441.12,347034.37,Home,794.71,33,47.52,2024-12-20,0
CUST100647,328837.71,181113.64,Education,629.67,34,43.74,2024-11-06,0
CUST100648,334848.14,105399.63,Business,,47,29.45,2019-01-05,0
CUST100649,440650.36,380758.87,Home,701.49,45,30.43,2019-12-23,0
CUST100650,,360446.02,Business,,34,43.87,2022-09-28,1
CUST100651,448357.99,346811.24,Business,689.32,34,61.97,2019-07-23,1
CUST100652,,309098.1,Other,,34,30.56,2023-05-16,0
CUST100653,845103.77,466704.0,Home,742.44,46,47.92,2025-11-23,1
CUST100654,1477317.52,46000.5,Business,731.45,34,45.91,2025-11-16,0
CUST100655,923656.36,185385.22,Home,668.83,38,53.38,2020-05-11,0
CUST100656,1751033.85,1123692.72,Education,670.47,33,35.67,2020-12-02,1
CUST100657,1410952.77,435049.74,Education,832.69,47,22.59,2021-04-16,0
CUST100658,497147.54,254902.67,Car,741.74,46,28.03,2019-03-04,0
CUST100659,920263.7,199434.48,Business,620.08,47,41.26,2023-04-29,0
CUST100660,618053.75,166408.38,Home,686.5,34,83.78,2019-08-27,0
CUST100661,1165758.52,603946.06,Education,,39,27.74,2020-06-23,1
CUST100662,617992.31,482966.48,Home,,29,51.5,2019-07-17,0
CUST100663,421234.33,220361.02,Business,600.08,46,29.9,2021-02-19,1
CUST100664,1383463.8,1102036.04,Home,653.22,39,36.91,2019-01-30,0
CUST100665,774145.56,628427.46,Business,797.75,32,72.44,2022-05-17,0
CUST100666,451254.3,78489.61,Business,717.64,39,50.51,2021-12-22,0
CUST100667,494067.87,154507.89,Business,518.07,49,19.29,2021-12-16,1
CUST100668,449670.91,325248.28,Home,759.09,54,26.59,2024-01-30,0
CUST100669,374657.13,226731.92,Business,750.83,53,63.96,2023-05-18,0
CUST100670,499865.43,234709.93,Home,656.65,44,37.47,2023-06-17,0
CUST100671,798020.3,790122.0,Business,726.62,48,20.16,2021-10-14,0
CUST100672,673309.92,69386.09,Business,624.14,42,23.62,2021-12-05,0
CUST100673,510787.19,110024.4,Education,649.43,40,49.06,2024-10-25,0
CUST100674,1479562.14,776616.41,Business,777.41,44,56.41,2022-04-07,0
CUST100675,215104.5,21308.52,Home,662.34,41,35.3,2021-03-24,0
CUST100676,769197.0,241814.68,Education,558.47,33,114.84,2022-02-26,1
CUST100677,600915.77,286329.71,Car,675.89,53,51.98,2023-10-03,1
CUST100678,381218.49,20000.0,Other,674.89,47,31.14,2024-02-27,0
CUST100679,794269.05,475134.25,Other,757.89,38,23.66,2019-09-25,0
CUST100680,576001.83,516756.35,Business,680.93,44,21.92,2023-11-09,0
CUST100681,1290600.34,983146.08,Other,652.6,42,41.11,2020-08-07,0
CUST100682,1047758.34,624994.16,Car,747.93,49,27.68,2025-10-02,0
CUST100683,1854451.54,967710.33,Other,687.85,37,78.16,2024-03-05,0
CUST100684,498272.69,126855.11,Car,631.25,34,70.75,2022-03-30,0
CUST100685,1401190.25,441960.86,Business,755.07,39,47.43,2021-12-17,0
CUST100686,342322.15,125385.44,Business,692.59,48,19.87,2020-01-19,0
CUST100687,611626.8,224703.13,Home,680.19,49,25.35,2020-03-05,0
CUST100688,503249.71,288239.75,Car,691.56,40,63.95,2021-11-15,0
CUST100689,905346.13,668126.24,Home,610.41,33,26.71,2024-01-08,0
CUST100690,893390.75,384303.38,Other,645.7,41,59.98,2021-03-08,0
CUST100691,396086.09,249739.65,Home,680.23,36,43.95,2020-01-07,1
CUST100692,933534.63,196860.71,Education,667.35,46,35.88,2021-11-25,0
CUST100693,5902139.09,3347964.11,Business,762.71,35,24.98,2023-12-19,0
CUST100694,414774.01,157414.65,Home,694.13,44,33.45,2024-01-23,1
CUST100695,645801.78,293292.06,Education,735.57,33,38.34,2022-07-14,0
CUST100696,288503.75,135183.8,Education,680.61,46,57.45,2024-12-27,0
CUST100697,1084843.33,887275.91,Home,748.66,41,22.88,2019-03-08,0
CUST100698,630416.63,387867.01,Business,705.84,43,30.85,2021-10-11,0
CUST100699,638047.21,468733.72,Car,680.87,46,35.76,2023-04-03,0
CUST100700,619573.12,436731.05,Home,679.14,41,48.11,2022-10-24,0
CUST100701,1607989.49,1366345.86,Education,617.96,50,22.63,2025-04-27,0
CUST100702,1498702.62,444033.46,Car,712.95,37,18.6,2023-08-29,0
CUST100703,1366340.07,152923.48,Other,677.39,39,48.37,2020-08-01,0
CUST100704,620297.66,171636.07,Other,647.37,39,16.89,2023-05-25,0
CUST100705,,20000.0,Education,751.92,27,64.85,2022-05-11,0
CUST100706,644312.38,342890.89,Car,598.74,39,32.48,2024-05-12,0
CUST100707,772701.33,510208.93,Car,652.54,49,16.65,2024-06-01,0
CUST100708,1016283.91,457149.45,Car,746.8,31,27.79,2020-02-14,0
CUST100709,771335.07,232426.46,Education,700.51,43,41.99,2023-09-08,0
CUST100710,,350620.2,Business,676.89,37,27.1,2024-11-30,0
CUST100711,484197.97,103181.32,Car,696.32,36,35.34,2021-04-19,1
CUST100712,460630.99,212657.63,Home,691.66,44,49.93,2019-07-08,0
CUST100713,874324.46,487514.45,Education,581.42,42,31.76,2019-10-04,1
CUST100714,886207.36,644530.34,Home,657.3,41,22.32,2023-10-27,0
CUST100715,952433.13,381331.6,Business,785.07,53,30.32,2024-11-20,0
CUST100716,767042.4,150641.86,Education,637.14,42,69.03,2024-11-24,0
CUST100717,209434.83,144973.38,Education,659.31,35,78.58,2024-04-23,0
CUST100718,251577.11,20000.0,Car,644.79,28,13.27,2024-05-31,0
CUST100719,601766.3,125583.33,Other,674.34,38,59.09,2025-01-29,0
CUST100720,686025.79,452280.11,Home,642.1,48,39.47,2021-09-25,0
CUST100721,1295288.12,402718.78,Other,711.64,36,54.54,2020-12-22,0
CUST100722,678415.34,252651.4,Car,,44,26.87,2022-04-29,0
CUST100723,380011.01,96548.56,Other,730.28,41,14.98,2023-08-21,0
CUST100724,935576.58,813150.85,Business,611.69,51,46.34,2025-03-22,0
CUST100725,643861.69,527218.79,Home,,44,22.28,2023-09-04,0
CUST100726,521048.03,269618.97,Business,665.33,46,17.97,2024-12-21,0
CUST100727,267452.69,111253.64,Business,709.62,44,18.59,2021-11-26,0
CUST100728,681179.07,198277.09,Home,628.44,47,46.7,2024-11-10,1
CUST100729,737172.72,171538.82,Home,739.52,38,37.42,2024-10-23,0
CUST100730,375813.08,123016.0,Business,757.12,36,50.95,2025-02-08,0
CUST100731,,512953.19,Business,615.72,48,48.26,2020-12-17,0
CUST100732,,487985.97,Business,648.09,41,28.6,2020-04-03,0
CUST100733,667723.58,165716.91,Business,645.42,32,33.84,2023-08-29,0
CUST100734,654204.46,106944.67,Business,850.0,51,27.38,2020-09-18,0
CUST100735,1093668.72,556682.79,Business,652.06,44,31.64,2025-09-22,0
CUST100736,795613.94,362838.09,Education,789.05,33,22.0,2019-07-26,0
